,Total_Insured,County_State,Total_Uninsured,Year,State_Code,County_Code,Poverty_percent_in_County,Total_Poverty_in_County,Uninsured_percent
1105,11619,"Union County, KY",847,2016,21,225,18.6,2723,6.794480988
1106,97260,"Warren County, KY",6534,2016,21,227,18.5,22037,6.29516157
1107,9027,"Washington County, KY",716,2016,21,229,15.7,1851,7.348865852
1108,14966,"Wayne County, KY",1173,2016,21,231,26.9,5390,7.268108309
1109,9872,"Webster County, KY",839,2016,21,233,17.9,2311,7.833068808
1110,26972,"Whitley County, KY",1762,2016,21,235,29.3,10026,6.132108304
1111,5311,"Wolfe County, KY",395,2016,21,237,32.2,2252,6.92253768
1112,20058,"Woodford County, KY",1307,2016,21,239,12.1,3099,6.117481863
1113,46274,"Acadia Parish, LA",6945,2016,22,1,23.1,14228,13.04985062
1114,15938,"Allen Parish, LA",2206,2016,22,3,21.4,4588,12.15828924
1115,98264,"Ascension Parish, LA",8909,2016,22,5,10.7,12864,8.312728019
1116,16712,"Assumption Parish, LA",2059,2016,22,7,21.2,4761,10.969048
1117,27757,"Avoyelles Parish, LA",3818,2016,22,9,25.9,9758,12.09184481
1118,26251,"Beauregard Parish, LA",3954,2016,22,11,14.8,5243,13.09054792
1119,9774,"Bienville Parish, LA",1246,2016,22,13,23.5,3171,11.30671506
1120,96797,"Bossier Parish, LA",9957,2016,22,15,16.7,20555,9.327050977
1121,179788,"Caddo Parish, LA",24641,2016,22,17,26.4,63909,12.05357361
1122,149928,"Calcasieu Parish, LA",18790,2016,22,19,19.9,39035,11.13692671
1123,6799,"Caldwell Parish, LA",1047,2016,22,21,22.6,2144,13.3443793
1124,5121,"Cameron Parish, LA",644,2016,22,23,12.3,841,11.17085863
1125,6413,"Catahoula Parish, LA",1021,2016,22,25,27.5,2485,13.73419424
1126,9106,"Claiborne Parish, LA",1355,2016,22,27,34.9,4593,12.95287257
1127,13384,"Concordia Parish, LA",1860,2016,22,29,28.5,5239,12.20152191
1128,19614,"De Soto Parish, LA",2691,2016,22,31,21.1,5669,12.06455952
1129,337144,"East Baton Rouge Parish, LA",40062,2016,22,33,19.9,86888,10.62072183
1130,4601,"East Carroll Parish, LA",575,2016,22,35,43.5,2686,11.10896445
1131,12563,"East Feliciana Parish, LA",1427,2016,22,37,20,3459,10.20014296
1132,24205,"Evangeline Parish, LA",3352,2016,22,39,29.4,9463,12.16387851
1133,13840,"Franklin Parish, LA",2445,2016,22,41,29.2,5728,15.0138164
1134,14357,"Grant Parish, LA",1922,2016,22,43,21.5,4160,11.80662203
1135,54247,"Iberia Parish, LA",7871,2016,22,45,23.4,16885,12.67104543
1136,21773,"Iberville Parish, LA",2574,2016,22,47,22.8,6615,10.57214441
1137,10377,"Jackson Parish, LA",1515,2016,22,49,21.2,3122,12.73965691
1138,312477,"Jefferson Parish, LA",50975,2016,22,51,16.1,69610,14.02523579
1139,22801,"Jefferson Davis Parish, LA",3329,2016,22,53,19.3,5933,12.74014543
1140,183125,"Lafayette Parish, LA",24568,2016,22,55,18.1,42781,11.82899761
1141,69646,"Lafourche Parish, LA",13018,2016,22,57,17.1,16447,15.74808865
1142,10123,"La Salle Parish, LA",1367,2016,22,59,19.3,2653,11.897302
1143,31836,"Lincoln Parish, LA",5036,2016,22,61,30.2,12959,13.65806032
1144,109368,"Livingston Parish, LA",12430,2016,22,63,12.6,17396,10.20542209
1145,7524,"Madison Parish, LA",918,2016,22,65,41.3,4103,10.87420043
1146,18371,"Morehouse Parish, LA",2390,2016,22,67,28.7,7237,11.51196956
1147,26605,"Natchitoches Parish, LA",4258,2016,22,69,31.9,11773,13.7964553
1148,289788,"Orleans Parish, LA",38100,2016,22,71,24.1,91421,11.6198214
1149,115521,"Ouachita Parish, LA",14557,2016,22,73,24.5,37014,11.19097772
1150,17500,"Plaquemines Parish, LA",2746,2016,22,75,15.4,3575,13.56317297
1151,15750,"Pointe Coupee Parish, LA",2053,2016,22,77,19.7,4332,11.53176431
1152,95149,"Rapides Parish, LA",13451,2016,22,79,19.9,25575,12.38581952
1153,6164,"Red River Parish, LA",803,2016,22,81,26.3,2194,11.52576432
1154,14220,"Richland Parish, LA",2033,2016,22,83,27.2,5299,12.50845998
1155,16236,"Sabine Parish, LA",2879,2016,22,85,18.5,4352,15.06147005
1156,35769,"St. Bernard Parish, LA",4647,2016,22,87,23.5,10604,11.49792162
1157,41635,"St. Charles Parish, LA",3853,2016,22,89,13.1,6812,8.470365811
1158,7280,"St. Helena Parish, LA",1166,2016,22,91,24.7,2558,13.80535165
1159,16134,"St. James Parish, LA",1714,2016,22,93,19,4038,9.603316898
1160,33168,"St. John the Baptist Parish, LA",4031,2016,22,95,18.5,7959,10.8363128
1161,61804,"St. Landry Parish, LA",8414,2016,22,97,26.6,21994,11.9826825
1162,40053,"St. Martin Parish, LA",5576,2016,22,99,18.5,9830,12.22029849
1163,37437,"St. Mary Parish, LA",5940,2016,22,101,22.2,11371,13.69389308
1164,190389,"St. Tammany Parish, LA",21329,2016,22,103,9.8,24598,10.07424971
1165,96786,"Tangipahoa Parish, LA",12782,2016,22,105,21.5,27350,11.66581484
1166,3041,"Tensas Parish, LA",504,2016,22,107,31.6,1444,14.21720733
1167,81427,"Terrebonne Parish, LA",15384,2016,22,109,21.1,23521,15.89075622
1168,15439,"Union Parish, LA",2282,2016,22,111,20.2,4422,12.87737712
1169,44683,"Vermilion Parish, LA",6624,2016,22,113,19.6,11669,12.91051903
1170,37875,"Vernon Parish, LA",4666,2016,22,115,14.9,7191,10.9682424
1171,32055,"Washington Parish, LA",4837,2016,22,117,27.8,12371,13.11124363
1172,27520,"Webster Parish, LA",3647,2016,22,119,24.1,9276,11.70147913
1173,19972,"West Baton Rouge Parish, LA",1896,2016,22,121,16.8,4231,8.670203036
1174,7446,"West Carroll Parish, LA",1188,2016,22,123,23.8,2535,13.75955525
1175,7452,"West Feliciana Parish, LA",710,2016,22,125,23.7,2372,8.698848321
1176,9106,"Winn Parish, LA",1257,2016,22,127,24.3,3080,12.12969217
1177,78277,"Androscoggin County, ME",8112,2016,23,1,12.7,13210,9.390084386
1178,45243,"Aroostook County, ME",5881,2016,23,3,16.3,10804,11.50340349
1179,218168,"Cumberland County, ME",18481,2016,23,5,10,28431,7.809456199
1180,20006,"Franklin County, ME",2614,2016,23,7,14.3,4111,11.556145
1181,36528,"Hancock County, ME",4800,2016,23,9,11,5877,11.61440186
1182,86644,"Kennebec County, ME",9417,2016,23,11,14.1,16479,9.803145918
1183,26041,"Knox County, ME",3188,2016,23,13,11.4,4376,10.90697595
1184,21717,"Lincoln County, ME",3051,2016,23,15,11.3,3818,12.31831395
1185,39736,"Oxford County, ME",4839,2016,23,17,13.4,7565,10.85586091
1186,104115,"Penobscot County, ME",14179,2016,23,19,14.8,21460,11.98623768
1187,10656,"Piscataquis County, ME",1651,2016,23,21,18.9,3136,13.4151296
1188,25410,"Sagadahoc County, ME",2383,2016,23,23,9.3,3245,8.574101392
1189,34876,"Somerset County, ME",4767,2016,23,25,19.5,9749,12.02482153
1190,26751,"Waldo County, ME",3620,2016,23,27,14.3,5514,11.91926509
1191,19379,"Washington County, ME",3815,2016,23,29,18.4,5615,16.44821937
1192,147600,"York County, ME",14938,2016,23,31,8.1,16132,9.190466229
1193,48278,"Allegany County, MD",3310,2016,24,1,17.2,11090,6.416220827
1194,449527,"Anne Arundel County, MD",25128,2016,24,3,7,38816,5.293950343
1195,634013,"Baltimore County, MD",43890,2016,24,5,9,72978,6.474377603
1196,74730,"Calvert County, MD",3260,2016,24,9,5.8,5282,4.18002308
1197,25052,"Caroline County, MD",2406,2016,24,11,15.3,4955,8.762473596
1198,131969,"Carroll County, MD",5977,2016,24,13,5.5,8990,4.332854885
1199,81272,"Cecil County, MD",5812,2016,24,15,10,10099,6.674015893
1200,130592,"Charles County, MD",6855,2016,24,17,7.4,11536,4.987376953
1201,23370,"Dorchester County, MD",1980,2016,24,19,17.4,5531,7.810650888
1202,198943,"Frederick County, MD",11655,2016,24,21,6.9,16793,5.534240591
1203,21375,"Garrett County, MD",1655,2016,24,23,12.8,3692,7.186278767
1204,200181,"Harford County, MD",10156,2016,24,25,7.2,17769,4.828441976
1205,262031,"Howard County, MD",12013,2016,24,27,5.2,16536,4.383602633
1206,12410,"Kent County, MD",1115,2016,24,29,14,2565,8.243992606
1207,820601,"Montgomery County, MD",65571,2016,24,31,6.9,71252,7.399353624
1208,691208,"Prince George's County, MD",83880,2016,24,33,9.2,81629,10.82199699
1209,37467,"Queen Anne's County, MD",2228,2016,24,35,7.3,3528,5.612797582
1210,90798,"St. Mary's County, MD",5412,2016,24,37,9.1,9977,5.625194886
1211,15224,"Somerset County, MD",1537,2016,24,39,24.3,4992,9.17009725
1212,24613,"Talbot County, MD",2147,2016,24,41,10.4,3827,8.023168909
1213,110271,"Washington County, MD",8448,2016,24,43,13.2,18771,7.115962904
1214,76555,"Wicomico County, MD",6734,2016,24,45,18,17634,8.085101274
1215,34728,"Worcester County, MD",2733,2016,24,47,11.4,5792,7.295587411
1216,475764,"Baltimore city, MD",39346,2016,24,510,21.8,128752,7.638368504
1217,144610,"Barnstable County, MA",4663,2016,25,1,7.6,15972,3.123806717
1218,91092,"Berkshire County, MA",3117,2016,25,3,10.9,13182,3.308601089
1219,440634,"Bristol County, MA",14881,2016,25,5,10.7,58070,3.266851805
1220,12759,"Dukes County, MA",566,2016,25,7,7.6,1302,4.247654784
1221,617571,"Essex County, MA",21253,2016,25,9,10.7,81646,3.326894418
1222,54098,"Franklin County, MA",1587,2016,25,11,10,6926,2.849959594
1223,366229,"Hampden County, MA",13665,2016,25,13,16.5,74898,3.597056021
1224,111348,"Hampshire County, MA",2992,2016,25,15,11.9,16535,2.61675704
1225,1283146,"Middlesex County, MA",35016,2016,25,17,7.7,117964,2.656426145
1226,8979,"Nantucket County, MA",387,2016,25,19,6.4,697,4.131966688
1227,563053,"Norfolk County, MA",11891,2016,25,21,6.1,41497,2.068201425
1228,407416,"Plymouth County, MA",10660,2016,25,23,8,39977,2.549775639
1229,622232,"Suffolk County, MA",25518,2016,25,25,19.5,143799,3.939482825
1230,657079,"Worcester County, MA",19221,2016,25,27,9.6,75902,2.842081916
1231,6046,"Alcona County, MI",563,2016,26,1,16.2,1657,8.518686639
1232,5518,"Alger County, MI",474,2016,26,3,13.9,1140,7.910547397
1233,90342,"Allegan County, MI",6171,2016,26,5,9,10303,6.393957291
1234,20664,"Alpena County, MI",1341,2016,26,7,15.5,4365,6.09406953
1235,15588,"Antrim County, MI",1333,2016,26,9,11.7,2686,7.877785001
1236,10507,"Arenac County, MI",872,2016,26,11,16.5,2456,7.6632393
1237,5353,"Baraga County, MI",523,2016,26,13,16.5,1235,8.900612662
1238,45843,"Barry County, MI",2736,2016,26,15,8.4,4932,5.632063237
1239,78848,"Bay County, MI",5048,2016,26,17,15.2,15716,6.016973396
1240,12045,"Benzie County, MI",970,2016,26,19,10.8,1876,7.452938917
1241,113427,"Berrien County, MI",9340,2016,26,21,16.7,25215,7.607907662
1242,31417,"Branch County, MI",2766,2016,26,23,16.8,6969,8.091741509
1243,101448,"Calhoun County, MI",7020,2016,26,25,16.8,21973,6.471954862
1244,37400,"Cass County, MI",3129,2016,26,27,12.9,6579,7.72039774
1245,18658,"Charlevoix County, MI",1495,2016,26,29,11.5,2981,7.418250385
1246,16782,"Cheboygan County, MI",1674,2016,26,31,18,4486,9.070221066
1247,24317,"Chippewa County, MI",2387,2016,26,33,16,5278,8.93873577
1248,21079,"Clare County, MI",2038,2016,26,35,21.7,6496,8.81602284
1249,62183,"Clinton County, MI",2939,2016,26,37,8.4,6509,4.51306778
1250,9426,"Crawford County, MI",731,2016,26,39,21.4,2892,7.19700699
1251,25772,"Delta County, MI",1956,2016,26,41,14.3,5107,7.0542412
1252,18793,"Dickinson County, MI",1127,2016,26,43,12.8,3195,5.657630522
1253,84338,"Eaton County, MI",4661,2016,26,45,11.2,12005,5.237137496
1254,23962,"Emmet County, MI",1907,2016,26,47,11.8,3841,7.371757702
1255,314696,"Genesee County, MI",21574,2016,26,49,20.3,81761,6.415677878
1256,16822,"Gladwin County, MI",1549,2016,26,51,18,4459,8.43176746
1257,9569,"Gogebic County, MI",751,2016,26,53,20.4,2809,7.277131783
1258,68625,"Grand Traverse County, MI",5027,2016,26,55,10,8985,6.825340792
1259,27601,"Gratiot County, MI",1768,2016,26,57,18.8,6742,6.019953012
1260,33406,"Hillsdale County, MI",2449,2016,26,59,14.5,6395,6.830288663
1261,25766,"Houghton County, MI",1945,2016,26,61,20.2,6762,7.018873372
1262,21989,"Huron County, MI",1656,2016,26,63,14.2,4409,7.00359484
1263,218683,"Ingham County, MI",16185,2016,26,65,20.1,54343,6.891104791
1264,46913,"Ionia County, MI",3192,2016,26,67,14.5,8487,6.370621694
1265,16460,"Iosco County, MI",1383,2016,26,69,18.2,4531,7.750938743
1266,7264,"Iron County, MI",538,2016,26,71,15.4,1672,6.895667777
1267,51935,"Isabella County, MI",5075,2016,26,73,23.4,15118,8.901947027
1268,115928,"Jackson County, MI",7513,2016,26,75,13.6,20352,6.086308439
1269,203265,"Kalamazoo County, MI",14403,2016,26,77,16.6,42141,6.616957936
1270,12704,"Kalkaska County, MI",1042,2016,26,79,15.3,2612,7.580387022
1271,513318,"Kent County, MI",38088,2016,26,81,12.1,76343,6.907432999
1272,1328,"Keweenaw County, MI",96,2016,26,83,12.3,269,6.741573034
1273,7338,"Lake County, MI",697,2016,26,85,21.9,2430,8.674548849
1274,67165,"Lapeer County, MI",4866,2016,26,87,10.8,9324,6.755424748
1275,14010,"Leelanau County, MI",1208,2016,26,89,8.1,1739,7.937968196
1276,71589,"Lenawee County, MI",4794,2016,26,91,12.5,11641,6.276265661
1277,152318,"Livingston County, MI",6168,2016,26,93,5.8,10912,3.891826407
1278,3639,"Luce County, MI",341,2016,26,95,20.9,1092,8.567839196
1279,6862,"Mackinac County, MI",909,2016,26,97,13.7,1465,11.69733625
1280,677228,"Macomb County, MI",44965,2016,26,99,11,94224,6.226174998
1281,15770,"Manistee County, MI",1383,2016,26,101,14.2,3255,8.062729552
1282,48647,"Marquette County, MI",2775,2016,26,103,15.1,9419,5.396522889
1283,20663,"Mason County, MI",1599,2016,26,105,15.3,4355,7.182643069
1284,29919,"Mecosta County, MI",2441,2016,26,107,20.7,8248,7.543263288
1285,16483,"Menominee County, MI",1334,2016,26,109,13,2965,7.487231296
1286,64402,"Midland County, MI",3796,2016,26,111,9.5,7771,5.566145635
1287,10942,"Missaukee County, MI",988,2016,26,113,14.7,2198,8.281642917
1288,117329,"Monroe County, MI",6260,2016,26,115,10,14819,5.065175703
1289,46150,"Montcalm County, MI",3603,2016,26,117,15.6,9381,7.241774365
1290,5759,"Montmorency County, MI",529,2016,26,119,17,1535,8.412849873
1291,131539,"Muskegon County, MI",8475,2016,26,121,18.8,31393,6.052966132
1292,35566,"Newaygo County, MI",2912,2016,26,123,17.2,8101,7.567960913
1293,988248,"Oakland County, MI",54115,2016,26,125,8.7,106650,5.19156954
1294,18468,"Oceana County, MI",2138,2016,26,127,18,4630,10.37561875
1295,14258,"Ogemaw County, MI",1248,2016,26,129,17.3,3564,8.048497356
1296,3511,"Ontonagon County, MI",327,2016,26,131,15.8,925,8.520062533
1297,16774,"Osceola County, MI",1336,2016,26,133,19.1,4325,7.377139702
1298,5445,"Oscoda County, MI",546,2016,26,135,18.6,1522,9.113670506
1299,17922,"Otsego County, MI",1360,2016,26,137,14,3369,7.053210248
1300,223889,"Ottawa County, MI",12039,2016,26,139,9,24520,5.102827981
1301,8076,"Presque Isle County, MI",708,2016,26,141,14.7,1852,8.06010929
1302,14862,"Roscommon County, MI",1288,2016,26,143,17.7,4129,7.975232198
1303,142179,"Saginaw County, MI",9104,2016,26,145,17.8,33068,6.017860566
1304,121896,"St. Clair County, MI",8588,2016,26,147,13.8,21781,6.581649857
1305,45707,"St. Joseph County, MI",4127,2016,26,149,14.9,8948,8.281494562
1306,29870,"Sanilac County, MI",2673,2016,26,151,15.5,6359,8.213747964
1307,5337,"Schoolcraft County, MI",532,2016,26,153,14.8,1162,9.064576589
1308,52642,"Shiawassee County, MI",3323,2016,26,155,12,8106,5.937639596
1309,39717,"Tuscola County, MI",2657,2016,26,157,13.6,7148,6.270354463
1310,56753,"Van Buren County, MI",5055,2016,26,159,16.5,12282,8.178552938
1311,283731,"Washtenaw County, MI",14526,2016,26,161,14.6,49933,4.870296422
1312,1369478,"Wayne County, MI",103958,2016,26,163,22.9,395250,7.055481202
1313,24717,"Wexford County, MI",2064,2016,26,165,17.8,5812,7.706956424
1314,9807,"Aitkin County, MN",722,2016,27,1,13.1,2010,6.857251401
1315,286055,"Anoka County, MN",13375,2016,27,3,6.8,23240,4.466820292
1316,24833,"Becker County, MN",1834,2016,27,5,12.7,4200,6.877414032
1317,33770,"Beltrami County, MN",3231,2016,27,7,18.3,8070,8.732196427
1318,32364,"Benton County, MN",1401,2016,27,9,8.5,3345,4.149266992
1319,3508,"Big Stone County, MN",209,2016,27,11,11.9,584,5.622814097
1320,51681,"Blue Earth County, MN",2599,2016,27,13,15,9397,4.788135593
1321,18552,"Brown County, MN",721,2016,27,15,8.2,1993,3.740984797
1322,26792,"Carlton County, MN",1423,2016,27,17,10.2,3469,5.043416622
1323,87132,"Carver County, MN",2611,2016,27,19,4.3,4225,2.909419119
1324,19885,"Cass County, MN",1685,2016,27,21,15.5,4445,7.811775614
1325,8916,"Chippewa County, MN",590,2016,27,23,8.9,1066,6.206606354
1326,43833,"Chisago County, MN",1759,2016,27,25,6.7,3554,3.858133006
1327,49712,"Clay County, MN",2190,2016,27,27,12,7167,4.219490578
1328,6388,"Clearwater County, MN",560,2016,27,29,16.5,1432,8.059873345
1329,3582,"Cook County, MN",286,2016,27,31,10.1,526,7.394002068
1330,8191,"Cottonwood County, MN",516,2016,27,33,12,1346,5.926266223
1331,46862,"Crow Wing County, MN",2577,2016,27,35,11,6975,5.212484071
1332,348511,"Dakota County, MN",14416,2016,27,37,5.6,23278,3.972148669
1333,16939,"Dodge County, MN",694,2016,27,39,7.7,1560,3.935802189
1334,27570,"Douglas County, MN",1314,2016,27,41,8.6,3172,4.549231408
1335,9922,"Faribault County, MN",602,2016,27,43,11.7,1584,5.720258457
1336,15191,"Fillmore County, MN",1254,2016,27,45,12.3,2535,7.62541806
1337,22020,"Freeborn County, MN",1314,2016,27,47,11,3267,5.631267678
1338,35483,"Goodhue County, MN",1796,2016,27,49,7.7,3513,4.817725797
1339,4264,"Grant County, MN",258,2016,27,51,12,700,5.705440071
1340,1004112,"Hennepin County, MN",52533,2016,27,53,10.9,132137,4.97167923
1341,14179,"Houston County, MN",704,2016,27,55,8.5,1585,4.73022912
1342,14521,"Hubbard County, MN",907,2016,27,57,13.1,2677,5.878921442
1343,31256,"Isanti County, MN",1464,2016,27,59,7.7,2955,4.474327628
1344,32377,"Itasca County, MN",2239,2016,27,61,13.3,5898,6.468107234
1345,7447,"Jackson County, MN",341,2016,27,63,8.7,858,4.378531073
1346,11800,"Kanabec County, MN",704,2016,27,65,13.2,2064,5.630198337
1347,32265,"Kandiyohi County, MN",1920,2016,27,67,11.5,4815,5.616498464
1348,3110,"Kittson County, MN",171,2016,27,69,11,466,5.211825663
1349,8864,"Koochiching County, MN",635,2016,27,71,14.3,1773,6.684914201
1350,4661,"Lac qui Parle County, MN",273,2016,27,73,9.7,635,5.533036076
1351,7459,"Lake County, MN",337,2016,27,75,9.1,946,4.322729605
1352,2724,"Lake of the Woods County, MN",187,2016,27,77,10.9,408,6.42390931
1353,21672,"Le Sueur County, MN",1164,2016,27,79,8.4,2289,5.097214924
1354,4038,"Lincoln County, MN",239,2016,27,81,12.7,721,5.588028992
1355,19856,"Lyon County, MN",1113,2016,27,83,12.8,3167,5.307835376
1356,27776,"McLeod County, MN",1282,2016,27,85,7.4,2613,4.411865923
1357,4062,"Mahnomen County, MN",371,2016,27,87,17.5,941,8.369050305
1358,6940,"Marshall County, MN",425,2016,27,89,9.8,903,5.77053632
1359,14398,"Martin County, MN",839,2016,27,91,12.1,2363,5.506333268
1360,17540,"Meeker County, MN",957,2016,27,93,7.1,1604,5.17381197
1361,19275,"Mille Lacs County, MN",1338,2016,27,95,12.1,3047,6.491049338
1362,24982,"Morrison County, MN",1473,2016,27,97,11.9,3871,5.567945568
1363,29546,"Mower County, MN",2028,2016,27,99,13.2,5104,6.423006271
1364,5858,"Murray County, MN",355,2016,27,101,9.3,757,5.713825849
1365,25234,"Nicollet County, MN",986,2016,27,103,8,2490,3.760488177
1366,16186,"Nobles County, MN",1802,2016,27,105,11.6,2500,10.01778964
1367,4768,"Norman County, MN",315,2016,27,107,12.1,777,6.197127681
1368,123575,"Olmsted County, MN",6011,2016,27,109,8.6,13027,4.638618369
1369,41641,"Otter Tail County, MN",2367,2016,27,111,10.5,5976,5.378567533
1370,11101,"Pennington County, MN",524,2016,27,113,9.8,1365,4.507526882
1371,20172,"Pine County, MN",1405,2016,27,115,12.2,3306,6.511563239
1372,6669,"Pipestone County, MN",518,2016,27,117,10.9,975,7.20745791
1373,23968,"Polk County, MN",1294,2016,27,119,14.5,4410,5.122318106
