,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT,unemployed_percentage,State,County
302,177209,"Weld County, CO",48062,2008,08,123,12,29374,5.2, CO,Weld County
303,5969,"Yuma County, CO",2047,2008,08,125,12.7,1202,2.7, CO,Yuma County
304,679230,"Fairfield County, CT",86440,2008,09,001,8.2,71553,5.2, CT,Fairfield County
305,663928,"Hartford County, CT",70147,2008,09,003,10.4,88314,6.0, CT,Hartford County
306,144252,"Litchfield County, CT",14828,2008,09,005,5.6,10399,5.3, CT,Litchfield County
307,125349,"Middlesex County, CT",11244,2008,09,007,5.5,8791,4.8, CT,Middlesex County
308,635737,"New Haven County, CT",73017,2008,09,009,11,89679,6.2, CT,New Haven County
309,199211,"New London County, CT",20858,2008,09,011,6.9,17431,5.4, CT,New London County
310,108756,"Tolland County, CT",9380,2008,09,013,6.8,9076,4.8, CT,Tolland County
311,87175,"Windham County, CT",12249,2008,09,015,11.7,13235,6.6, CT,Windham County
312,116667,"Kent County, DE",15963,2008,10,001,10.7,16237,4.9, DE,Kent County
313,404572,"New Castle County, DE",45798,2008,10,003,9.6,49595,4.9, DE,New Castle County
314,124599,"Sussex County, DE",23447,2008,10,005,12,22146,5.1, DE,Sussex County
315,450753,District of Columbia,42390,2008,11,001,16.9,95232,6.5,District of Columbia,District of Columbia
316,161524,"Alachua County, FL",41815,2008,12,001,20,45946,4.4, FL,Alachua County
317,16630,"Baker County, FL",4498,2008,12,003,15.3,3628,5.8, FL,Baker County
318,108329,"Bay County, FL",28470,2008,12,005,11.9,19051,5.7, FL,Bay County
319,15444,"Bradford County, FL",5039,2008,12,007,19.3,4649,5.0, FL,Bradford County
320,331841,"Brevard County, FL",88149,2008,12,009,10.7,56466,6.7, FL,Brevard County
321,1118558,"Broward County, FL",363235,2008,12,011,12,208162,5.6, FL,Broward County
322,7271,"Calhoun County, FL",2552,2008,12,013,20.9,2479,5.5, FL,Calhoun County
323,78264,"Charlotte County, FL",25258,2008,12,015,10.3,15200,8.3, FL,Charlotte County
324,73536,"Citrus County, FL",23402,2008,12,017,15.8,22058,8.3, FL,Citrus County
325,132973,"Clay County, FL",31469,2008,12,019,8.3,15135,5.5, FL,Clay County
326,164464,"Collier County, FL",65653,2008,12,021,10.2,31866,7.1, FL,Collier County
327,42176,"Columbia County, FL",12040,2008,12,023,18,11615,5.7, FL,Columbia County
328,16563,"DeSoto County, FL",9668,2008,12,027,22.4,7095,6.9, FL,DeSoto County
329,7997,"Dixie County, FL",2496,2008,12,029,22.8,3083,7.6, FL,Dixie County
330,603185,"Duval County, FL",143417,2008,12,031,12.1,101194,6.4, FL,Duval County
331,187204,"Escambia County, FL",49089,2008,12,033,16,44908,6.2, FL,Escambia County
332,52596,"Flagler County, FL",15724,2008,12,035,9.8,8882,9.9, FL,Flagler County
333,5264,"Franklin County, FL",2375,2008,12,037,23.1,2155,4.9, FL,Franklin County
334,28973,"Gadsden County, FL",8431,2008,12,039,26.6,11681,6.3, FL,Gadsden County
335,9752,"Gilchrist County, FL",3407,2008,12,041,16.8,2662,5.8, FL,Gilchrist County
336,5156,"Glades County, FL",2456,2008,12,043,21.8,2208,7.1, FL,Glades County
337,7331,"Gulf County, FL",2647,2008,12,045,21.2,2590,6.5, FL,Gulf County
338,7237,"Hamilton County, FL",2375,2008,12,047,29.3,3302,7.3, FL,Hamilton County
339,14883,"Hardee County, FL",7952,2008,12,049,23.1,6161,6.9, FL,Hardee County
340,20951,"Hendry County, FL",12063,2008,12,051,23.8,8984,11.1, FL,Hendry County
341,94674,"Hernando County, FL",30689,2008,12,053,12.4,21034,8.8, FL,Hernando County
342,46929,"Highlands County, FL",19710,2008,12,055,16.7,16494,7.4, FL,Highlands County
343,806215,"Hillsborough County, FL",214743,2008,12,057,13.9,161731,6.5, FL,Hillsborough County
344,10846,"Holmes County, FL",3494,2008,12,059,21,3678,5.2, FL,Holmes County
345,71643,"Indian River County, FL",25792,2008,12,061,12.4,16101,8.2, FL,Indian River County
346,27664,"Jackson County, FL",7207,2008,12,063,19,8114,5.3, FL,Jackson County
347,8148,"Jefferson County, FL",2373,2008,12,065,18.5,2338,5.2, FL,Jefferson County
348,3416,"Lafayette County, FL",1793,2008,12,067,25.6,1575,4.7, FL,Lafayette County
349,163027,"Lake County, FL",51826,2008,12,069,10.3,31061,6.6, FL,Lake County
350,338556,"Lee County, FL",114536,2008,12,071,10.6,62235,8.3, FL,Lee County
351,189770,"Leon County, FL",37863,2008,12,073,18.6,46763,4.7, FL,Leon County
352,23124,"Levy County, FL",8057,2008,12,075,17.8,6894,7.3, FL,Levy County
353,4021,"Liberty County, FL",1505,2008,12,077,21.5,1361,4.4, FL,Liberty County
354,10579,"Madison County, FL",3461,2008,12,079,23.6,4008,7.2, FL,Madison County
355,181091,"Manatee County, FL",59488,2008,12,081,12.2,37815,7.2, FL,Manatee County
356,177334,"Marion County, FL",62620,2008,12,083,16,51494,8.1, FL,Marion County
357,77688,"Martin County, FL",21939,2008,12,085,10.4,14090,7.1, FL,Martin County
358,1347204,"Miami-Dade County, FL",636638,2008,12,086,16.5,388934,4.8, FL,Miami-Dade County
359,45225,"Monroe County, FL",14780,2008,12,087,10.4,7414,4.2, FL,Monroe County
360,45969,"Nassau County, FL",12690,2008,12,089,8.9,6143,5.6, FL,Nassau County
361,121412,"Okaloosa County, FL",30528,2008,12,091,8.7,15320,4.7, FL,Okaloosa County
362,20815,"Okeechobee County, FL",10345,2008,12,093,20.8,7861,8.4, FL,Okeechobee County
363,722508,"Orange County, FL",223707,2008,12,095,13.7,143902,6.0, FL,Orange County
364,166071,"Osceola County, FL",63718,2008,12,097,11.9,30965,6.5, FL,Osceola County
365,743550,"Palm Beach County, FL",225736,2008,12,099,11.7,145947,6.8, FL,Palm Beach County
366,276254,"Pasco County, FL",91883,2008,12,101,13.2,61285,7.7, FL,Pasco County
367,556608,"Pinellas County, FL",152371,2008,12,103,10.9,96869,6.6, FL,Pinellas County
368,361692,"Polk County, FL",104475,2008,12,105,15.3,86702,6.9, FL,Polk County
369,43090,"Putnam County, FL",14633,2008,12,107,23.1,16680,7.6, FL,Putnam County
370,127086,"St. Johns County, FL",25924,2008,12,109,7.9,14209,5.2, FL,St. Johns County
371,149073,"St. Lucie County, FL",61040,2008,12,111,12.9,33941,8.9, FL,St. Lucie County
372,103602,"Santa Rosa County, FL",25019,2008,12,113,10.6,15552,5.8, FL,Santa Rosa County
373,196453,"Sarasota County, FL",59838,2008,12,115,9.9,36035,7.4, FL,Sarasota County
374,290019,"Seminole County, FL",70980,2008,12,117,9.3,37905,5.8, FL,Seminole County
375,37812,"Sumter County, FL",11680,2008,12,119,13.2,8446,5.8, FL,Sumter County
376,23480,"Suwannee County, FL",8251,2008,12,121,19.9,7783,6.1, FL,Suwannee County
377,11652,"Taylor County, FL",3497,2008,12,123,22.9,4174,6.7, FL,Taylor County
378,6459,"Union County, FL",2111,2008,12,125,23.6,2294,5.0, FL,Union County
379,292978,"Volusia County, FL",89884,2008,12,127,12.9,62490,6.8, FL,Volusia County
380,19422,"Wakulla County, FL",5512,2008,12,129,13,3773,4.6, FL,Wakulla County
381,32368,"Walton County, FL",11222,2008,12,131,14.9,7704,4.6, FL,Walton County
382,13939,"Washington County, FL",4105,2008,12,133,23.2,4948,6.5, FL,Washington County
383,11996,"Appling County, GA",3688,2008,13,001,20.3,3586,7.0, GA,Appling County
384,5329,"Atkinson County, GA",2090,2008,13,003,24.6,2001,8.3, GA,Atkinson County
385,6872,"Bacon County, GA",2063,2008,13,005,19.3,1933,6.2, GA,Bacon County
386,2627,"Baker County, GA",805,2008,13,007,26,985,6.4, GA,Baker County
387,26767,"Baldwin County, GA",6638,2008,13,009,23.5,8885,7.8, GA,Baldwin County
388,11405,"Banks County, GA",3362,2008,13,011,15.3,2550,4.5, GA,Banks County
389,49348,"Barrow County, GA",14301,2008,13,013,11.3,7856,6.3, GA,Barrow County
390,68238,"Bartow County, GA",16422,2008,13,015,12.6,11790,7.1, GA,Bartow County
391,11919,"Ben Hill County, GA",3268,2008,13,017,23.2,3985,10.8, GA,Ben Hill County
392,11579,"Berrien County, GA",3158,2008,13,019,21.9,3679,7.0, GA,Berrien County
393,106762,"Bibb County, GA",23307,2008,13,021,22.1,32923,6.5, GA,Bibb County
394,7935,"Bleckley County, GA",1849,2008,13,023,19.5,2165,7.3, GA,Bleckley County
395,10195,"Brantley County, GA",3531,2008,13,025,17.6,2699,6.4, GA,Brantley County
396,10671,"Brooks County, GA",3322,2008,13,027,22,3541,5.7, GA,Brooks County
397,23371,"Bryan County, GA",5138,2008,13,029,10.2,3152,4.9, GA,Bryan County
398,44557,"Bulloch County, GA",12478,2008,13,031,23.1,14601,6.1, GA,Bulloch County
399,16232,"Burke County, GA",4017,2008,13,033,28.1,6318,8.7, GA,Burke County
400,15372,"Butts County, GA",4056,2008,13,035,15.6,3440,7.5, GA,Butts County
401,3080,"Calhoun County, GA",841,2008,13,037,33.4,1561,8.0, GA,Calhoun County
402,35044,"Camden County, GA",8279,2008,13,039,12.3,5771,5.6, GA,Camden County
403,6324,"Candler County, GA",2499,2008,13,043,23.7,2400,6.3, GA,Candler County
404,78464,"Carroll County, GA",19911,2008,13,045,15.9,17426,6.7, GA,Carroll County
405,44452,"Catoosa County, GA",10220,2008,13,047,11.4,7112,5.1, GA,Catoosa County
406,6291,"Charlton County, GA",1881,2008,13,049,21.5,1986,6.7, GA,Charlton County
407,169675,"Chatham County, GA",39998,2008,13,051,17,40699,5.6, GA,Chatham County
408,6856,"Chattahoochee County, GA",1508,2008,13,053,19.7,1713,12.2, GA,Chattahoochee County
409,16791,"Chattooga County, GA",4736,2008,13,055,17.9,4470,9.8, GA,Chattooga County
410,157079,"Cherokee County, GA",33182,2008,13,057,6.7,13912,5.3, GA,Cherokee County
411,75507,"Clarke County, GA",20946,2008,13,059,30.8,32560,5.1, GA,Clarke County
412,2071,"Clay County, GA",581,2008,13,061,31.1,984,7.2, GA,Clay County
413,194103,"Clayton County, GA",58445,2008,13,063,14.7,39619,7.6, GA,Clayton County
414,4694,"Clinch County, GA",1360,2008,13,065,24.8,1668,7.2, GA,Clinch County
415,520168,"Cobb County, GA",101993,2008,13,067,9.1,62563,5.6, GA,Cobb County
416,25949,"Coffee County, GA",8304,2008,13,069,21.4,8116,8.3, GA,Coffee County
417,28279,"Colquitt County, GA",10943,2008,13,071,22.6,10011,6.0, GA,Colquitt County
418,84492,"Columbia County, GA",14487,2008,13,073,6.6,7287,4.8, GA,Columbia County
419,10778,"Cook County, GA",3510,2008,13,075,20.8,3411,7.7, GA,Cook County
420,90965,"Coweta County, GA",18698,2008,13,077,9.6,11675,5.7, GA,Coweta County
421,8577,"Crawford County, GA",2642,2008,13,079,17.8,2193,6.0, GA,Crawford County
422,14804,"Crisp County, GA",4145,2008,13,081,27.7,5987,7.7, GA,Crisp County
423,10404,"Dade County, GA",2683,2008,13,083,14.5,2201,5.7, GA,Dade County
424,15033,"Dawson County, GA",3952,2008,13,085,10.7,2320,5.9, GA,Dawson County
425,18773,"Decatur County, GA",5492,2008,13,087,25.1,6980,7.6, GA,Decatur County
426,511684,"DeKalb County, GA",148481,2008,13,089,15.6,113247,6.4, GA,DeKalb County
427,12037,"Dodge County, GA",3535,2008,13,091,22.6,4111,6.7, GA,Dodge County
428,6835,"Dooly County, GA",1885,2008,13,093,27.2,2725,6.7, GA,Dooly County
429,64609,"Dougherty County, GA",15874,2008,13,095,25.3,23375,7.0, GA,Dougherty County
430,94162,"Douglas County, GA",22770,2008,13,097,9.9,12544,6.4, GA,Douglas County
431,8005,"Early County, GA",1830,2008,13,099,25.9,2979,6.6, GA,Early County
432,2378,"Echols County, GA",1416,2008,13,101,26.7,1076,4.3, GA,Echols County
433,38434,"Effingham County, GA",8457,2008,13,103,10.1,5204,4.8, GA,Effingham County
434,13214,"Elbert County, GA",4114,2008,13,105,18.6,3762,8.3, GA,Elbert County
435,14316,"Emanuel County, GA",4927,2008,13,107,26.2,5767,7.4, GA,Emanuel County
436,7190,"Evans County, GA",2498,2008,13,109,24.8,2736,6.3, GA,Evans County
437,13648,"Fannin County, GA",4570,2008,13,111,15.2,3410,6.2, GA,Fannin County
438,80148,"Fayette County, GA",11057,2008,13,113,4.7,4981,5.2, GA,Fayette County
439,62235,"Floyd County, GA",16928,2008,13,115,18.4,16862,6.5, GA,Floyd County
440,129892,"Forsyth County, GA",20957,2008,13,117,5,8415,4.8, GA,Forsyth County
441,14322,"Franklin County, GA",3711,2008,13,119,18.8,3963,7.0, GA,Franklin County
442,735091,"Fulton County, GA",160206,2008,13,121,14.9,146956,6.4, GA,Fulton County
443,17808,"Gilmer County, GA",6745,2008,13,123,17.1,4826,5.9, GA,Gilmer County
444,1881,"Glascock County, GA",489,2008,13,125,16.8,469,6.8, GA,Glascock County
445,50583,"Glynn County, GA",13303,2008,13,127,17,12767,5.0, GA,Glynn County
446,35854,"Gordon County, GA",10992,2008,13,129,13,6771,7.4, GA,Gordon County
447,16064,"Grady County, GA",5745,2008,13,131,22.4,5557,6.0, GA,Grady County
448,9870,"Greene County, GA",2815,2008,13,133,19,2913,6.8, GA,Greene County
449,567236,"Gwinnett County, GA",160565,2008,13,135,9.6,75096,5.6, GA,Gwinnett County
450,26341,"Habersham County, GA",8261,2008,13,137,13.5,5489,5.7, GA,Habersham County
451,122096,"Hall County, GA",41521,2008,13,139,14.2,25805,5.4, GA,Hall County
452,5302,"Hancock County, GA",1536,2008,13,141,31.4,2472,13.0, GA,Hancock County
453,19357,"Haralson County, GA",5538,2008,13,143,19.2,5474,6.6, GA,Haralson County
454,21148,"Harris County, GA",4347,2008,13,145,8.7,2538,4.7, GA,Harris County
455,15775,"Hart County, GA",3972,2008,13,147,16.6,3917,8.8, GA,Hart County
456,8046,"Heard County, GA",2202,2008,13,149,16.7,1891,7.6, GA,Heard County
457,146731,"Henry County, GA",27819,2008,13,151,8.1,15418,6.1, GA,Henry County
458,95819,"Houston County, GA",20366,2008,13,153,11.4,14773,5.2, GA,Houston County
459,6211,"Irwin County, GA",1947,2008,13,155,22.3,2071,9.9, GA,Irwin County
460,41590,"Jackson County, GA",12633,2008,13,157,12.1,7312,6.2, GA,Jackson County
461,9651,"Jasper County, GA",2606,2008,13,159,15.4,2116,8.3, GA,Jasper County
462,8985,"Jeff Davis County, GA",2876,2008,13,161,19.1,2550,9.8, GA,Jeff Davis County
463,10832,"Jefferson County, GA",3025,2008,13,163,22.9,3667,9.8, GA,Jefferson County
464,5729,"Jenkins County, GA",1638,2008,13,165,26.8,2280,15.7, GA,Jenkins County
465,4950,"Johnson County, GA",1598,2008,13,167,28.2,2181,8.0, GA,Johnson County
466,19333,"Jones County, GA",4522,2008,13,169,12.1,3288,5.8, GA,Jones County
467,11322,"Lamar County, GA",3018,2008,13,171,15.5,2512,7.4, GA,Lamar County
468,5482,"Lanier County, GA",1756,2008,13,173,21.4,1710,5.8, GA,Lanier County
469,32217,"Laurens County, GA",8297,2008,13,175,21,9721,7.1, GA,Laurens County
470,25005,"Lee County, GA",5087,2008,13,177,10.1,3331,4.5, GA,Lee County
471,43522,"Liberty County, GA",9103,2008,13,179,15.4,8531,6.0, GA,Liberty County
472,4824,"Lincoln County, GA",1903,2008,13,181,18.4,1476,7.1, GA,Lincoln County
473,7756,"Long County, GA",2816,2008,13,183,23.2,2624,4.4, GA,Long County
474,71044,"Lowndes County, GA",15970,2008,13,185,19.6,18956,5.4, GA,Lowndes County
475,16966,"Lumpkin County, GA",5404,2008,13,187,15.1,3830,7.0, GA,Lumpkin County
476,14952,"McDuffie County, GA",3931,2008,13,189,17.8,3836,7.8, GA,McDuffie County
477,7437,"McIntosh County, GA",2259,2008,13,191,18.8,2123,5.9, GA,McIntosh County
478,8185,"Macon County, GA",2532,2008,13,193,26.5,3284,8.4, GA,Macon County
479,18510,"Madison County, GA",5989,2008,13,195,16.3,4545,5.2, GA,Madison County
480,4757,"Marion County, GA",1487,2008,13,197,24.1,1651,6.2, GA,Marion County
481,15170,"Meriwether County, GA",4232,2008,13,199,18.7,4174,8.5, GA,Meriwether County
482,3951,"Miller County, GA",1165,2008,13,201,25.7,1543,4.9, GA,Miller County
483,14801,"Mitchell County, GA",4324,2008,13,205,27.3,5979,6.8, GA,Mitchell County
484,17222,"Monroe County, GA",4088,2008,13,207,13.7,3328,5.6, GA,Monroe County
485,5332,"Montgomery County, GA",1724,2008,13,209,23,1839,7.3, GA,Montgomery County
486,12700,"Morgan County, GA",3188,2008,13,211,13.5,2460,6.0, GA,Morgan County
487,28406,"Murray County, GA",8357,2008,13,213,13.7,5472,7.4, GA,Murray County
488,131071,"Muscogee County, GA",27556,2008,13,215,18.3,32952,6.2, GA,Muscogee County
489,70150,"Newton County, GA",17472,2008,13,217,11.7,11344,7.5, GA,Newton County
490,24136,"Oconee County, GA",4419,2008,13,219,6.9,2215,4.0, GA,Oconee County
491,9318,"Oglethorpe County, GA",3092,2008,13,221,14.2,1998,5.2, GA,Oglethorpe County
492,99773,"Paulding County, GA",23247,2008,13,223,7.7,10100,5.9, GA,Paulding County
493,17382,"Peach County, GA",4704,2008,13,225,20.6,5164,7.1, GA,Peach County
494,19902,"Pickens County, GA",5903,2008,13,227,12.1,3732,5.9, GA,Pickens County
495,12192,"Pierce County, GA",3714,2008,13,229,17.6,3157,5.4, GA,Pierce County
496,12103,"Pike County, GA",3149,2008,13,231,10.6,1821,6.6, GA,Pike County
497,27792,"Polk County, GA",8342,2008,13,233,16.4,6722,6.3, GA,Polk County
498,5627,"Pulaski County, GA",1658,2008,13,235,20.2,1728,5.3, GA,Pulaski County
499,13156,"Putnam County, GA",3608,2008,13,237,15.8,3203,7.1, GA,Putnam County
500,1601,"Quitman County, GA",672,2008,13,239,23.1,623,8.6, GA,Quitman County
501,9830,"Rabun County, GA",3259,2008,13,241,18.2,2928,6.4, GA,Rabun County
502,4517,"Randolph County, GA",1354,2008,13,243,27.2,1859,8.4, GA,Randolph County
503,135138,"Richmond County, GA",32336,2008,13,245,23.8,45383,7.2, GA,Richmond County
504,58415,"Rockdale County, GA",15483,2008,13,247,12.8,10534,6.9, GA,Rockdale County
505,2933,"Schley County, GA",868,2008,13,249,17.7,752,6.6, GA,Schley County
506,10010,"Screven County, GA",2579,2008,13,251,21.9,3209,7.8, GA,Screven County
507,5844,"Seminole County, GA",1741,2008,13,253,23.1,2066,7.3, GA,Seminole County
508,43641,"Spalding County, GA",11832,2008,13,255,17.9,11167,8.5, GA,Spalding County
509,16350,"Stephens County, GA",4294,2008,13,257,17.8,4372,6.2, GA,Stephens County
510,2808,"Stewart County, GA",837,2008,13,259,27.1,1190,7.8, GA,Stewart County
511,21350,"Sumter County, GA",5687,2008,13,261,28.7,8757,7.7, GA,Sumter County
512,4200,"Talbot County, GA",1277,2008,13,263,22.4,1432,6.6, GA,Talbot County
513,1026,"Taliaferro County, GA",446,2008,13,265,26.6,488,8.1, GA,Taliaferro County
514,12646,"Tattnall County, GA",4768,2008,13,267,24.5,4853,6.6, GA,Tattnall County
515,5577,"Taylor County, GA",1684,2008,13,269,25.8,2169,7.5, GA,Taylor County
516,6698,"Telfair County, GA",1689,2008,13,271,33,3248,10.7, GA,Telfair County
517,6670,"Terrell County, GA",1943,2008,13,273,28.9,2852,6.6, GA,Terrell County
518,30609,"Thomas County, GA",7505,2008,13,275,20.7,9171,5.8, GA,Thomas County
519,27103,"Tift County, GA",8720,2008,13,277,21.3,8605,7.1, GA,Tift County
520,18505,"Toombs County, GA",5830,2008,13,279,24.2,6697,7.2, GA,Toombs County
521,5655,"Towns County, GA",1819,2008,13,281,14,1468,5.9, GA,Towns County
522,4209,"Treutlen County, GA",1510,2008,13,283,28.7,1905,8.5, GA,Treutlen County
523,44152,"Troup County, GA",10195,2008,13,285,17.9,11013,8.1, GA,Troup County
524,5897,"Turner County, GA",2074,2008,13,287,28.6,2592,8.1, GA,Turner County
525,6946,"Twiggs County, GA",1913,2008,13,289,21.1,2126,6.9, GA,Twiggs County
526,11925,"Union County, GA",3800,2008,13,291,13.8,2887,5.8, GA,Union County
527,18208,"Upson County, GA",5223,2008,13,293,18.6,5014,8.3, GA,Upson County
528,44089,"Walker County, GA",11031,2008,13,295,15.2,9623,6.6, GA,Walker County
529,59641,"Walton County, GA",15339,2008,13,297,12.4,10524,6.4, GA,Walton County
530,22375,"Ware County, GA",6336,2008,13,299,20.7,6909,6.6, GA,Ware County
531,3749,"Warren County, GA",1148,2008,13,301,25.7,1478,10.2, GA,Warren County
532,13346,"Washington County, GA",3524,2008,13,303,23.4,4560,7.9, GA,Washington County
533,18584,"Wayne County, GA",5141,2008,13,305,20.3,5480,7.7, GA,Wayne County
534,1398,"Webster County, GA",535,2008,13,307,19.5,421,5.2, GA,Webster County
535,3259,"Wheeler County, GA",1164,2008,13,309,35.2,1799,7.1, GA,Wheeler County
536,16003,"White County, GA",4765,2008,13,311,14.3,3526,5.5, GA,White County
537,60954,"Whitfield County, GA",22481,2008,13,313,14.1,13076,7.6, GA,Whitfield County
538,4447,"Wilcox County, GA",1377,2008,13,315,30.8,2091,8.2, GA,Wilcox County
539,6485,"Wilkes County, GA",1845,2008,13,317,21.8,2204,8.3, GA,Wilkes County
540,6750,"Wilkinson County, GA",1813,2008,13,319,19.3,1908,6.9, GA,Wilkinson County
541,14328,"Worth County, GA",3998,2008,13,321,21.1,4467,6.7, GA,Worth County
542,138443,"Hawaii County, HI",15845,2008,15,001,13.3,22980,6.0, HI,Hawaii County
543,714758,"Honolulu County, HI",52011,2008,15,003,8.5,74601,3.8, HI,Honolulu County
